expression,reading,meaning,tags,guid
昇進,しょうしん,홍보,JLPT_1 JLPT,d~xF3H=[az
称する,しょうする,"이름을 따오다, 자기 자신을 부르다",JLPT_1 JLPT,tSb%>:%%!V
情勢,じょうせい,"사물의 상태, 상태, 상황",JLPT_1 JLPT,MJ1D.[x{)c
消息,しょうそく,"뉴스, 편지, 상황",JLPT_1 JLPT,u6>otPY%%b
承諾,しょうだく,"동의, 합의",JLPT_1 JLPT,qBKI4V%6RZ
情緒,じょうちょ,"감정, 느낌",JLPT_1 JLPT,k3To8MWJIl
情緒,じょうしょ,"감정, 느낌",JLPT_1 JLPT,tX-.yH%tsu
象徴,しょうちょう,상징,JLPT_1 JLPT,Nr_Pr2R$>-
小児科,しょうにか,소아과,JLPT_1 JLPT,BV(PyO5`Xp
使用人,しようにん,"직원, 하인",JLPT_1 JLPT,LygcFyOci?
情熱,じょうねつ,"열정, 열정, 열정",JLPT_1 JLPT,I{iqV8B>VE
譲歩,じょうほ,"양보, 조정, 타협",JLPT_1 JLPT,qTRRmo8`cg
条約,じょうやく,"조약, 조약",JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,mBj5_YKg@T
勝利,しょうり,"승리, 승리, 승리",JLPT_1 JLPT,G@C3MHqMp~
上陸,じょうりく,"착륙, 하선",JLPT_1 JLPT,P?*6mTt|Ou
蒸溜,じょうりゅう,증류,JLPT_1 JLPT,N0wHhg4iZ}
奨励,しょうれい,"격려, 승진",JLPT_1 JLPT,m8|HwkmQWl
ショー,ショー,보여주다,JLPT_1 JLPT,i~@270zDDg
除外,じょがい,"예외, 제외",JLPT_1 JLPT,An-_sCcDl?
職員,しょくいん,"직원, 인사",JLPT_1 JLPT,"c/)%MF,^yx"
植民地,しょくみんち,식민지,JLPT_1 JLPT,pqv+nRs.EA
職務,しょくむ,전문적인 업무,JLPT_1 JLPT,M%7$<MDK;D
諸君,しょくん,신사 숙녀 여러분!,JLPT_1 JLPT,w8&8<Oq8q1
助言,じょげん,"조언, 제안",JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,jgva&{5Yv}
徐行,じょこう,천천히 가다,JLPT_1 JLPT,1}h4@}[.}
所在,しょざい,소재,JLPT_1 JLPT,HYCS:(5sD5
所持,しょじ,"소유, 소유",JLPT_1 JLPT,FFV#Fu]e{M
所属,しょぞく,"~에 속하다, ~에 속하다",JLPT_1 JLPT,kcA;O>C=q2
処置,しょち,치료,JLPT_1 JLPT,oElimwftu&
しょっちゅう,しょっちゅう,"항상, 끊임없이",JLPT_1 JLPT,qt.$TI&_S;
所定,しょてい,"고정된, 처방된",JLPT_1 JLPT,lE2*Emk;Hc
所得,しょとく,소득,JLPT_1 JLPT,x{~.Tp:rb[
処罰,しょばつ,처벌,JLPT_1 JLPT,"gNz:>*,MG$"
初版,しょはん,초판,JLPT_1 JLPT,fiRSr!;Y&A
書評,しょひょう,서평,JLPT_1 JLPT,x:`od~M8;V
処分,しょぶん,"처분, 거래, 처벌",JLPT_1 JLPT,ob921zNQ/x
庶民,しょみん,"대중, 일반 사람들",JLPT_1 JLPT,m?>)`ISejw
庶務,しょむ,총무,JLPT_1 JLPT,ibnBaKrH9N
所有,しょゆう,"소유물, 소유권",JLPT_1 JLPT,M/&X&72l%L
調べ,しらべ,"조사, 검사",JLPT_1 JLPT,K1M}#OQ[$e
自立,じりつ,"독립, 자립",JLPT_1 JLPT,AxK*wI27?U
記す,しるす,"메모하다, 적어 두다",JLPT_1 JLPT,IY#:UXg$YC
指令,しれい,"명령, 지시, 지시",JLPT_1 JLPT,f3?Z1%=TF7
～心,～しん,~의 마음,JLPT_1 JLPT,jQ&{mv~mg}
陣,じん,"전투 대형, 캠프, 야영지",JLPT_1 JLPT,P;NE${7wn9
進化,しんか,"진화, 진보",JLPT_1 JLPT,N0sG+rp=}d
人格,じんかく,"성격, 성격",JLPT_1 JLPT,bv:L&X%{w_
審議,しんぎ,숙고,JLPT_1 JLPT,ljmGvuxGK[
新婚,しんこん,신혼,JLPT_1 JLPT,kXZM5E]M1a
審査,しんさ,"심사, 검사, 시험",JLPT_1 JLPT,Aov$8-^cUL
人材,じんざい,재능 있는 사람,JLPT_1 JLPT,C?4X*:ZTpD
紳士,しんし,신사,JLPT_1 JLPT,x9OmT9u38P
真実,しんじつ,"진실, 현실",JLPT_1 JLPT,oVA.}`H~AT
信者,しんじゃ,"신자, 헌신자",JLPT_1 JLPT,xS[kK:ZdWC
真珠,しんじゅ,진주,JLPT_1 JLPT,AK4RS}QdNe
進出,しんしゅつ,진보,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,K-D|x_JFrP
心情,しんじょう,심리,JLPT_1 JLPT,PHxCA~>U^}
新人,しんじん,"새로운 얼굴, 새로 온 사람",JLPT_1 JLPT,n<1jM&wYZ&
神聖,しんせい,"거룩함, 신성함, 위엄",JLPT_1 JLPT,N+v0O:SZ6<
親善,しんぜん,우정,JLPT_1 JLPT,e$!ZsAnYeT
真相,しんそう,"진실, 실제 상황",JLPT_1 JLPT,"IQ@9>LJ,&M"
迅速,じんそく,"빠르다, 빠르다, 신속하다",JLPT_1 JLPT,g^-!|Cie-4
人体,じんたい,인체,JLPT_1 JLPT,wqIT;%IHe9
新築,しんちく,"새 건물, 신축",JLPT_1 JLPT,Ozg8V>5l.l
心中,しんじゅう,이중 자살,JLPT_1 JLPT,H1pTQNX=9t
進呈,しんてい,프레젠테이션,JLPT_1 JLPT,CZ`K3:aqAR
進展,しんてん,"진보, 발전",JLPT_1 JLPT,b(>k}9=qxl
神殿,しんでん,"사원, 신성한 장소",JLPT_1 JLPT,y(skY$ucA+
進度,しんど,진전,JLPT_1 JLPT,yu/)M8)V(L
振動,しんどう,"진동, 진동",JLPT_1 JLPT,sad?lNEJ3g
新入生,しんにゅうせい,"신입생, 1학년, 신입생",JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,x)<B[r6{jj
信任,しんにん,"신뢰, 자신감, 믿음",JLPT_1 JLPT,"hWLnw4y,]t"
神秘,しんぴ,신비,JLPT_1 JLPT,"N,Y7P[tIGQ"
辛抱,しんぼう,"인내, 인내",JLPT_1 JLPT,uU~=4Y)qMA
人民,じんみん,"사람, 대중",JLPT_1 JLPT,nAw=2?(bZX
侵略,しんりゃく,"침략, 침입, 습격",JLPT_1 JLPT,hsxv1184OS
診療,しんりょう,건강검진과 치료,JLPT_1 JLPT,x1%iVb>rlb
粋,すい,본질,JLPT_1 JLPT,zsq|f`1Yv
水源,すいげん,강의 근원,JLPT_1 JLPT,n/^g6e7/@{
推進,すいしん,"추진력, 추진력",JLPT_1 JLPT,"J08-VaUM,s"
吹奏,すいそう,관악기 연주,JLPT_1 JLPT,m]6xm=<uJ6
推測,すいそく,"짐작하다, 추측하다",JLPT_1 JLPT,zvP)r1F]3S
水田,すいでん,(물이 채워진) 논,JLPT_1 JLPT,v5ySQN]{G>
推理,すいり,"추론, 추론, 미스터리 또는 탐정 장르",JLPT_1 JLPT,jer`Bu/O84
数詞,すうし,숫자,JLPT_1 JLPT,p</Ez{aJ5+
崇拝,すうはい,"예배, 숭배",JLPT_1 JLPT,Hw_TI!gx2(
据え付ける,すえつける,"설치하다, 갖추다, 장착하다",JLPT_1 JLPT,BP/>6=lZh5
据える,すえる,"놓다, 놓다, 놓다",JLPT_1 JLPT,t!g&pW29AZ
すがすがしい,すがすがしい,"신선하다, 상쾌하다",JLPT_1 JLPT,rK/?@VVUlf
救い,すくい,"도움, 원조, 구호",JLPT_1 JLPT,qsOm7CX`b8
すくう (みずを～),すくう (みずを～),퍼내다,JLPT_1 JLPT,iDqa!wq<Tq
健やか,すこやか,활기차고 건강하고 건전한,JLPT_1 JLPT,"hH9J*t,rc_"
濯ぐ,すすぐ,"헹구다, 씻어내다",JLPT_1 JLPT,E0ffUY?7qt
進み,すすみ,진전,JLPT_1 JLPT,p1:(iOmlNJ
裾,すそ,"(바지) 소맷단, (스커트) 단, 머리 끝",JLPT_1 JLPT,xF_(AQj}lF
スタジオ,スタジオ,사진관,JLPT_1 JLPT,ic%[^BEKt/
スチーム,スチーム,증기,JLPT_1 JLPT,nXB;]AdyMC
ストライキ,ストライキ,스트라이크,JLPT_1 JLPT,nf-SMH*rKm
スト,スト,(약어) 파업,JLPT_1 JLPT,oc==H8k2kf
ストロー,ストロー,빨대,JLPT_1 JLPT,A.~AmwkH4Z
ストロボ,ストロボ,"스트로보스코프 (문자 그대로: 스트로보, 스트로보 램프, 스트로보스코프 램프)",JLPT_1 JLPT,rNiv+g8N.Q
すばしこい,すばしこい,"민첩하다, 똑똑하다, 빠르다",JLPT_1 JLPT,p[HsSa}_~h
素早い,すばやい,"빨리, 빨리",JLPT_1 JLPT,qLzUXrbxxM
ずばり,ずばり,"단호하게, 거침없이, 솔직하게",JLPT_1 JLPT,zNubn^c5m8
スプリング,スプリング,봄,JLPT_1 JLPT,M&<1|Qyfm^
スペース,スペース,공간,JLPT_1 JLPT,"mfYc5:,T$)"
ずぶぬれ,ずぶぬれ,"흠뻑 젖은, 물이 뚝뚝 떨어지는",JLPT_1 JLPT,O=YLrvca-#
スポーツカー,スポーツカー,스포츠카,JLPT_1 JLPT,ILQ_{U)ioI
澄ます,すます,"명확하게 하다, 명확하게 하다, 듣다",JLPT_1 JLPT,o+[:%ypXAI
清ます,すます,"명확하게 하다, 명확하게 하다, 듣다",JLPT_1 JLPT,gWgE<)O|pN
済ます,すます,끝내다; 정착하다; 없이 할,JLPT_1 JLPT,BI9b~SlUc1
すみやか,すみやか,빠른,JLPT_1 JLPT,MC/)GM9mOK
スラックス,スラックス,느슨한 바지,JLPT_1 JLPT,tpKEoAzoEC
ずらっと,ずらっと,"줄줄이, 줄줄이",JLPT_1 JLPT,GHI-Z0iw2Q
ずるずる,ずるずる,"질질 끄는 소리, 훌쩍이는 소리",JLPT_1 JLPT,xPdB)weA$j
ずれ,ずれ,"차이, 격차",JLPT_1 JLPT,ml<Cz:NIm9
すれちがい,すれちがい,우연한 만남,JLPT_1 JLPT,h}n%.0]G*]
擦れる,すれる,"비비다, 비비다",JLPT_1 JLPT,y1pczASP(>
すんなり,すんなり,"이의 없이 통과시키다, 호리호리한, 호리호리한",JLPT_1 JLPT,c{rT9&J2OZ
生育,せいいく,"성장, 발달, 번식",JLPT_1 JLPT,A*eQ]~1bJ/
成育,せいいく,"성장, 키우기",JLPT_1 JLPT,A=.t}i>GW3
成果,せいか,"결과, 과일",JLPT_1 JLPT,BVYQfcf%9
正解,せいかい,"정답, 정답, 해결책",JLPT_1 JLPT,Lt;.HzCJ&F
正義,せいぎ,"정의, 맞다, 정의",JLPT_1 JLPT,C*lSCCu$Is
生計,せいけい,"생계, 생활",JLPT_1 JLPT,sFe^vK-tW[
政権,せいけん,"(정치) 행정, 정치 권력",JLPT_1 JLPT,ySl]BBHxv|
星座,せいざ,별자리,JLPT_1 JLPT,v8-]C(eL~-
制裁,せいさい,"억제, 제재, 처벌",JLPT_1 JLPT,"&>5Y-0M,/"
政策,せいさく,"정치적 조치, 정책",JLPT_1 JLPT,"hAD&H|lfX,"
生死,せいし,삶과 죽음,JLPT_1 JLPT,[jWyFv3NW
静止,せいし,"고요함, 안식, 가만히 서 있음",JLPT_1 JLPT,o*g2}G_T7@
誠実,せいじつ,"진실한, 정직한, 충실한",JLPT_1 JLPT,bL3/~B_@Jx
成熟,せいじゅく,"성숙함, 성숙함",JLPT_1 JLPT,mi&AvT*VW%
青春,せいしゅん,"청춘, 인생의 봄, 사춘기",JLPT_1 JLPT,r1RCkb<y|$
清純,せいじゅん,"순수함, 순수함",JLPT_1 JLPT,ONr5>]A5d|
聖書,せいしょ,성경,JLPT_1 JLPT,Q@S9S%oEQ1
正常,せいじょう,"정상, 정상, 정상",JLPT_1 JLPT,wA-k/9L$M{
制する,せいする,"통제하다, 명령하다",JLPT_1 JLPT,rf}l5O&Iya
整然,せいぜん,"질서 있는, 규칙적인, 잘 조직된",JLPT_1 JLPT,PN>H*K1;6z
盛装,せいそう,"차려입다, 화려한 옷을 입다",JLPT_1 JLPT,"NT,a6{jkV^"
盛大,せいだい,"웅대한, 번영하는, 웅장한",JLPT_1 JLPT,oA#/^#fynU
清濁,せいだく,"선과 악, 순결과 더러움",JLPT_1 JLPT,LIBty_QSI!
制定,せいてい,"제정, 제정, 창설",JLPT_1 JLPT,w/{{PKSO-l
静的,せいてき,공전,JLPT_1 JLPT,qS/}NK^[E0
製鉄,せいてつ,철 제조,JLPT_1 JLPT,q1#~15/jx^
晴天,せいてん,좋은 날씨,JLPT_1 JLPT,O`AKp9t/nh
正当,せいとう,"그냥, 마땅한, 적절한",JLPT_1 JLPT,KYfFW0c&^H
制服,せいふく,제복,JLPT_1 JLPT,KjpnwgIuCJ
征服,せいふく,"정복, 정복, 극복",JLPT_1 JLPT,UI+/g3/T<
製法,せいほう,"제조방법, 레시피, 제조법",JLPT_1 JLPT,r$Viif`6:S
精密,せいみつ,"정확한, 정확한, 세부적인, 분",JLPT_1 JLPT,k?w!_L!izK
税務署,ぜいむしょ,세무서,JLPT_1 JLPT,cu&VjhU0YM
制約,せいやく,"제한, 제약",JLPT_1 JLPT,eGs}Rjdjyu
勢力,せいりょく,"영향력, 힘, 세력, 힘",JLPT_1 JLPT,jCKk=3Gx//
整列,せいれつ,"줄을 서다, 줄을 서다",JLPT_1 JLPT,K=?{2[EdLY
セール,セール,판매,JLPT_1 JLPT,bTb.7j.bY0
急かす,せかす,"서두르다, 촉구하다",JLPT_1 JLPT,r25!gS/G>A
伜,せがれ,"아들, 내 아들",JLPT_1 JLPT,CVmDxN*tGx
責務,せきむ,"의무, 의무",JLPT_1 JLPT,ct_SCVUYk9
セクション,セクション,부분,JLPT_1 JLPT,oE+>)~hYZ>
世辞,せじ,"아첨, 칭찬",JLPT_1 JLPT,i2*b#^+2.G
世帯,せたい,가정,JLPT_1 JLPT,M;wkDh)_[-
是正,ぜせい,"수정, 개정",JLPT_1 JLPT,r4z<%];90$
世代,せだい,세대,JLPT_1 JLPT,vXhkxYs)ro
切開,せっかい,"열다, 뚫다",JLPT_1 JLPT,j3{#e(JGO?
セックス,セックス,섹스,JLPT_1 JLPT,p^XJZeb_m$
切実,せつじつ,"설득력 있는, 심각한, 심각한, 심각한",JLPT_1 JLPT,"b(%wDAP,4<"
接触,せっしょく,"접촉하다, 접촉하다",JLPT_1 JLPT,euP9o6khjK
接続詞,せつぞくし,접속사,JLPT_1 JLPT,jxx/dj^^[F
設置,せっち,"설립, 기관",JLPT_1 JLPT,dTa#ev1!lY
折衷,せっちゅう,"타협, 십자가, 혼합, 절충주의",JLPT_1 JLPT,z.Jdo5|UwK
設定,せってい,"설립, 창조",JLPT_1 JLPT,EL[q3!y3K%
説得,せっとく,설득,JLPT_1 JLPT,p@nzS4e%Pe
切ない,せつない,"고통스러운, 노력하는, 슬픈",JLPT_1 JLPT,Op2N@ZY@PL
絶版,ぜっぱん,절판,JLPT_1 JLPT,wscau>2!!B
設立,せつりつ,"설립, 재단, 기관",JLPT_1 JLPT,nV|*LLs6}!
攻め,せめ,"공격, 공격",JLPT_1 JLPT,lp+Bg:0JY+
ゼリー,ゼリー,젤리,JLPT_1 JLPT,pUMI]4pC]5
セレモニー,セレモニー,의식,JLPT_1 JLPT,ElF~:n|$Dm
世論,せろん,여론,JLPT_1 JLPT,cn7+uG:k{Q
先,せん,"우선순위, 우선순위, 이전",JLPT_1 JLPT,K[s:+C@-V{
繊維,せんい,"섬유, 섬유, 직물",JLPT_1 JLPT,IoI]vI^@?E
全快,ぜんかい,완전한 건강 회복,JLPT_1 JLPT,jMG%U5Y*b]
宣教,せんきょう,종교적 사명,JLPT_1 JLPT,t2!m+EN<kt
宣言,せんげん,"선언, 선포, 발표",JLPT_1 JLPT,N*Sn3]6F}u
戦災,せんさい,전쟁 피해,JLPT_1 JLPT,g*>*T{UX8V
専修,せんしゅう,전문화,JLPT_1 JLPT,iF/[EjL/PH
戦術,せんじゅつ,전술,JLPT_1 JLPT,fClOu9u4S.
センス,センス,"감각 (음악, 스타일, 재치 등)",JLPT_1 JLPT,kOf@Kc#S!?
潜水,せんすい,다이빙,JLPT_1 JLPT,kXmApIVn4{
全盛,ぜんせい,번영의 높이,JLPT_1 JLPT,PA4!?*R&)6
先代,せんだい,"가족의 전임자, 이전 연령, 이전 세대",JLPT_1 JLPT,A@$Xh`C*#q
先だって,せんだって,"얼마 전, 어느 날",JLPT_1 JLPT,bpeAMs`g=B
先着,せんちゃく,첫 도착,JLPT_1 JLPT,s5`[<)lze/
前提,ぜんてい,"서문, 전제, 전제조건",JLPT_1 JLPT,M^(]5)Q28q
先天的,せんてんてき,"선천적인, 선천적인, 유전적인",JLPT_1 JLPT,e8-*cxos*(
前途,ぜんと,"미래 전망, 전망, 앞으로의 여정",JLPT_1 JLPT,rUv_dSLlLH
戦闘,せんとう,"전투, 싸우다, 전투하다",JLPT_1 JLPT,LE#Z8!)h7>
潜入,せんにゅう,"침투하다, 몰래 들어가다",JLPT_1 JLPT,jwMP<D<nu+
船舶,せんぱく,배,JLPT_1 JLPT,yT?Wj-:Bft
全滅,ぜんめつ,전멸,JLPT_1 JLPT,gs]{cpbeS;
専用,せんよう,"독점적 사용, 개인적 사용",JLPT_1 JLPT,E|;c&Jmrd8
占領,せんりょう,"직업, 소유, 혼자만의 방을 가지다",JLPT_1 JLPT,N-V{tXojX`
善良,ぜんりょう,"선함, 탁월함, 미덕",JLPT_1 JLPT,eGNEV*g</#
戦力,せんりょく,전쟁 가능성,JLPT_1 JLPT,jsYNJMtfV.
前例,ぜんれい,전례,JLPT_1 JLPT,z6IRT7DoRm
相応,そうおう,"적합성, 적합성",JLPT_1 JLPT,Cm`/n`5$^$
総会,そうかい,총회,JLPT_1 JLPT,v.Q]y8[=}p
創刊,そうかん,"출시(예: 신문, 창간호)",JLPT_1 JLPT,k7n}7cIr>q
雑木,ぞうき,"다양한 종류의 작은 나무, 다양한 나무",JLPT_1 JLPT,K-dqvXawa`
早急,そうきゅう,긴급한,JLPT_1 JLPT,xFEe8[1r^m
早急,さっきゅう,긴급한,JLPT_1 JLPT,n`GeYo>FBk
増強,ぞうきょう,"강화하다, 늘리다",JLPT_1 JLPT,"rV,>ZZ=T]Q"
送金,そうきん,"송금, 송금",JLPT_1 JLPT,bDXNFraL0R
走行,そうこう,"바퀴가 달린 차량 운행(예: 자동차, 여행)",JLPT_1 JLPT,E{T/IqjEfE
総合,そうごう,"종합, 일반화",JLPT_1 JLPT,nY;2hmT##_
捜索,そうさく,"수색(특히 누락된 사람이나 물건 찾기, 조사)",JLPT_1 JLPT,Q:2J1qwTVc
蔵相,ぞうしょう,재무장관,JLPT_1 JLPT,fn1-ZB(4T-
装飾,そうしょく,장식,JLPT_1 JLPT,QA)=&Wj6HM
増進,ぞうしん,"촉진하다, 증가하다, 전진하다",JLPT_1 JLPT,IZpN7AL;vh
相対,そうたい,상대적인,JLPT_1 JLPT,I!n?!w[?BY
壮大,そうだい,"웅장하다, 웅장하다, 장엄하다",JLPT_1 JLPT,"mVUTF,w/3&"
騒動,そうどう,"분쟁, 폭동, 반란",JLPT_1 JLPT,f=viWAh8g@
遭難,そうなん,"재난, 난파선, 사고",JLPT_1 JLPT,E:/^OnBk`
相場,そうば,"시장 가격, 추측, 추정",JLPT_1 JLPT,sA7SWg(`IK
装備,そうび,장비,JLPT_1 JLPT,k;e~1ueRAo
創立,そうりつ,"설립, 창립",JLPT_1 JLPT,jki@VUPP0r
添える,そえる,"추가하다, 첨부하다, 동행하다",JLPT_1 JLPT,"h,nxD[s(P9"
ソース,ソース,원천,JLPT_1 JLPT,tTpwt)2AmK
即座に,そくざに,"즉시, 즉시",JLPT_1 JLPT,P;B^M<8:(U
促進,そくしん,"승진, 촉진, 격려",JLPT_1 JLPT,qh4@1q0m.W
即する,そくする,"적응하다, 동의하다, 적응하다,",JLPT_1 JLPT,t:DoS~nc0!
束縛,そくばく,"속박, 제한, 감금",JLPT_1 JLPT,l|/yaf0Kt?
側面,そくめん,"측면, 측광, 측면",JLPT_1 JLPT,g+c1Ex)t~@
損う,そこなう,"해를 끼치다, 상처를 입히다",JLPT_1 JLPT,lT+Npb!3tv
そこら,そこら,"어디에나, 어딘가에",JLPT_1 JLPT,sWp/2)qrjX
素材,そざい,"원재료, 소재",JLPT_1 JLPT,k+jer~`){}
阻止,そし,"방해, 견제, 방해",JLPT_1 JLPT,H_Bg*f2w~u
訴訟,そしょう,"소송, 소송",JLPT_1 JLPT,r473?K:c)w
育ち,そだち,"번식, 성장",JLPT_1 JLPT,I7y!o0nH<>
措置,そち,"측정하다, 단계",JLPT_1 JLPT,wm=Ne<1R~K
ソックス,ソックス,양말,JLPT_1 JLPT,bW`v0lIx&{
素っ気無い,そっけない,"차갑다, 짧다, 무뚝뚝하다, 무뚝뚝하다",JLPT_1 JLPT,m@~(NcJuf8
外方,そっぽ,다른 쪽을 보거나 돌아보세요,JLPT_1 JLPT,mx1|xYC`zo
備え付ける,そなえつける,"제공하다, 갖추다, 설치하다",JLPT_1 JLPT,?a*256zVd
備わる,そなわる,갖추어져 있다,JLPT_1 JLPT,f0#k].O9>M
具わる,そなわる,갖추어져 있다,JLPT_1 JLPT,hS*=fc5g`d
聳える,そびえる,"솟아오르다, 솟아오르다, 솟아오르다",JLPT_1 JLPT,N#XbC.4.6E
素朴,そぼく,"단순함, 무능함, 순진함",JLPT_1 JLPT,i)~;{+Y_4I
背く,そむく,"반대하다, 반대하다",JLPT_1 JLPT,lwG+$Mpa}3
染まる,そまる,염색하다,JLPT_1 JLPT,D^_/a/#sXJ
染める,そめる,"염색하다, 색칠하다",JLPT_1 JLPT,"u,7!Dp;dsk"
そらす,そらす,"구부리다, 휘게 하다",JLPT_1 JLPT,O/=U<S;HO[
そり (～にのる),そり (～にのる),"썰매, 썰매",JLPT_1 JLPT,oD<qmOFt48
反る,そる,"휘어지다, 휘어지다, 휘어지다",JLPT_1 JLPT,IJaW-#q2K8
それゆえ,それゆえ,"그러므로, 그런 이유로, 그래서",JLPT_1 JLPT,fd1U3Eqd0z
ソロ,ソロ,독주,JLPT_1 JLPT,r<H?#?:lfS
揃い,そろい,"세트, 정장, 유니폼",JLPT_1 JLPT,d$?[e]vP*A
ぞんざい,ぞんざい,"무례한, 부주의한, 단정치 못한",JLPT_1 JLPT,IV/~qgGGDy
損失,そんしつ,손실,JLPT_1 JLPT,q}vnE8Gq;U
存続,そんぞく,"지속, 지속",JLPT_1 JLPT,k--fc+@]/s
ダース,ダース,다스,JLPT_1 JLPT,LJ)2+[0^`@
対応,たいおう,다루는,JLPT_1 JLPT,KZnf.&v={U
大家,たいか,"부유한 집안, 귀한 집안",JLPT_1 JLPT,Nrwns(8SbS
退化,たいか,"퇴화, 퇴행",JLPT_1 JLPT,gPs^-F*IXX
大概,たいがい,일반적으로 주로,JLPT_1 JLPT,h9/$[pq28V
体格,たいかく,"체격, 체질",JLPT_1 JLPT,F<F1njV;[$
大金,たいきん,많은 돈,JLPT_1 JLPT,m_p4U|6#<L
待遇,たいぐう,"진료,접수",JLPT_1 JLPT,F5l%#d#e`l
対決,たいけつ,"대결, 대결",JLPT_1 JLPT,sKn[*vv=gw
体験,たいけん,개인적인 경험,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o%)Oc|W=Ka
対抗,たいこう,"반대, 적대감",JLPT_1 JLPT,Rd@pS:`}f/
退治,たいじ,구제,JLPT_1 JLPT,pC*Xx^dBSu
大衆,たいしゅう,일반 대중,JLPT_1 JLPT,nog=kohV~>
対処,たいしょ,"다루다, 대처하다",JLPT_1 JLPT,yMT#3SVsQ>
退職,たいしょく,퇴직(직위에서),JLPT_1 JLPT,zj2z79]QG@
題する,だいする,제목에,JLPT_1 JLPT,"F)V}e,NP?K"
態勢,たいせい,"태도, 조건, 경향",JLPT_1 JLPT,q2.f(w/7&
対談,たいだん,"이야기, 대화",JLPT_1 JLPT,F(U~._UF.|
大胆,だいたん,"대담한, 대담한, 대담한",JLPT_1 JLPT,NiV/^uCv:g
対等,たいとう,동등한,JLPT_1 JLPT,e2@L)L#}Hy
台無し,だいなし,"엉망진창, 버릇없는, (와서) 아무것도",JLPT_1 JLPT,O<W!7i{%=i
滞納,たいのう,"미납, 불이행",JLPT_1 JLPT,"EVFf,lL5*1"
対比,たいひ,"대조, 비교",JLPT_1 JLPT,QS^fJ(5L6U
タイピスト,タイピスト,타이피스트,JLPT_1 JLPT,rgU6t{db}6
大部,たいぶ,"대부분의 (예: 대부분의, 더 큰, 상당히, 상당한, 많은)",JLPT_1 JLPT,M:e6p(bi4/
大便,だいべん,대변,JLPT_1 JLPT,bxG(1E~XYm
代弁,だいべん,다른 사람을 위해 말하다,JLPT_1 JLPT,MRN2]i=t=d
待望,たいぼう,"오랫동안 기다려온, 기다리고 있는",JLPT_1 JLPT,qE#$km{TWt
台本,だいほん,"대본, 시나리오",JLPT_1 JLPT,RgJye)6k}y
タイマー,タイマー,시간제 노동자,JLPT_1 JLPT,Jpmdj[Dy-8
怠慢,たいまん,"태만, 부주의",JLPT_1 JLPT,o+E(5HE.HE
タイミング,タイミング,타이밍,JLPT_1 JLPT,xPwaZgIXR*
タイム,タイム,시간,JLPT_1 JLPT,jbo*<.eMG[
タイムリー,タイムリー,"적시, 런타인(야구), 타점",JLPT_1 JLPT,yP9[juCnL[
対面,たいめん,"인터뷰, 미팅",JLPT_1 JLPT,i`k./6SP4;
代用,だいよう,치환,JLPT_1 JLPT,mu!!VPGcN/
体力,たいりょく,체력,JLPT_1 JLPT,k5)wZQr4>y
タイル,タイル,타일,JLPT_1 JLPT,ATn!+%/EU;
対話,たいわ,"대화, 대화",JLPT_1 JLPT,dArvNg;d~A
耐える,たえる,"견디다, 견디다",JLPT_1 JLPT,fX{nWJ2pLZ
堪える,たえる,"견디다, 견디다",JLPT_1 JLPT,Lk-i;aQnR+
絶える,たえる,"멸종하다, 멸종되다",JLPT_1 JLPT,rTE!2k^D@
断える,たえる,"중단되다, 멸종되다",JLPT_1 JLPT,Qs%N8rxgY7
打開,だかい,"해결책, 돌파구",JLPT_1 JLPT,mQ|SYI%fP]
焚火,たきび,(열린) 불,JLPT_1 JLPT,LcA{{ZbodA
妥協,だきょう,"타협, 포기",JLPT_1 JLPT,"s%Avc+h,O*"
たくましい,たくましい,"건장한, 강한, 건장한",JLPT_1 JLPT,"P8,W5KAJY/"
巧み,たくみ,"기술, 영리함",JLPT_1 JLPT,i]Z*A6(YX(
丈,たけ,"길이, 높이",JLPT_1 JLPT,enuUDdn`y|
打撃,だげき,"타격, 손상; 타격 (야구)",JLPT_1 JLPT,"t;}gxU%<,g"
妥結,だけつ,합의,JLPT_1 JLPT,l2ZF^5r/@.
駄作,ださく,가난한 일,JLPT_1 JLPT,Lw)j7o&?}o
足し算,たしざん,덧셈,JLPT_1 JLPT,iE/CUShX8n
多数決,たすうけつ,다수결의 법칙,JLPT_1 JLPT,"OJ~&,3EcJ/"
助け,たすけ,보조,JLPT_1 JLPT,j0*?atjOa+
携わる,たずさわる,"참여시키다, 참여시키다",JLPT_1 JLPT,McI/Z<qse(
漂う,ただよう,"떠다니다, 떠다니다, 공중에 매달리다",JLPT_1 JLPT,bR^R=T^]/Z
立ち去る,たちさる,"떠나다, 출발하다",JLPT_1 JLPT,x4xomzb{(l
立ち寄る,たちよる,"들르다, 잠깐 들르다",JLPT_1 JLPT,"i~*^/,u.M%"
抱っこ,だっこ,(아이가) 포옹하다,JLPT_1 JLPT,u]W;19*#xC
達者,たっしゃ,"능숙하다, 건강하다",JLPT_1 JLPT,QMO]Jn&?Ra
